Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
1,B1 SH,SHANKLE,2843,58.55,0.519,2.5,11.1,3.3,1,0.327
1,B1 SH,SHANKLE,2843.5,58.18,0.493,1.5,11.88,3.5,1,0.306
1,B1 SH,SHANKLE,2844,58.5,0.467,2.1,12.195,3.5,1,0.286
1,B1 SH,SHANKLE,2844.5,59.23,0.446,2.3,13.045,3.3,1,0.265
1,B1 SH,SHANKLE,2845,57.02,0.43,3.1,13.625,2.9,1,0.245
1,B1 SH,SHANKLE,2845.5,56.18,0.425,2.3,14.215,2.8,1,0.224
1,B1 SH,SHANKLE,2846,61.06,0.425,1.4,13.465,2.7,1,0.204
1,B1 SH,SHANKLE,2846.5,68.79,0.433,1.9,13.145,2.9,1,0.184
1,B1 SH,SHANKLE,2847,71.58,0.449,7,14.36,3,1,0.163
1,B1 SH,SHANKLE,2847.5,79.53,0.471,8.1,17.515,2.6,1,0.143
3,B1 SH,SHANKLE,2848,80.39,0.491,2.7,20.055,2.5,1,0.122
3,B1 SH,SHANKLE,2848.5,79.08,0.508,-4,19.3,2.4,1,0.102
3,B1 SH,SHANKLE,2849,78.83,0.517,-4.1,15.79,3.1,1,0.082
3,B1 SH,SHANKLE,2849.5,78.07,0.526,4.6,14.23,2.5,1,0.061
3,B1 SH,SHANKLE,2850,83.28,0.55,1.2,25.065,2.1,1,0.041
3,B1 SH,SHANKLE,2850.5,76.44,0.597,-19.9,49.715,1.8,1,0.02
8,B1 LM,SHANKLE,2852.5,39.3,0.803,-7.5,16.885,3.6,2,0.769
8,B1 LM,SHANKLE,2853,28.1,0.88,-2.4,10.105,3.6,2,0.692
8,B1 LM,SHANKLE,2853.5,28.38,1.002,-4.3,7.285,3.9,2,0.615
8,B1 LM,SHANKLE,2854,27.36,1.161,-3,5.12,3.9,2,0.538
8,B1 LM,SHANKLE,2854.5,30.42,1.291,0.2,4.05,3.8,2,0.462
6,B1 LM,SHANKLE,2855,32.31,1.311,2.5,3.865,4,2,0.385
6,B1 LM,SHANKLE,2855.5,33.19,1.213,1.7,4.915,4.4,2,0.308
6,B1 LM,SHANKLE,2856,37.18,1.051,1.6,5.02,4.8,2,0.231
6,B1 LM,SHANKLE,2856.5,37.32,0.888,1.4,5.46,3.3,2,0.154
6,B1 LM,SHANKLE,2857,39.77,0.781,-2.5,13.875,2.4,2,0.077
3,B2 SH,SHANKLE,2857.5,45.45,0.732,-15.7,31.775,1.8,1,1
3,B2 SH,SHANKLE,2858,69.72,0.702,-19,38.6,1.5,1,0.971
2,B2 SH,SHANKLE,2859,78.06,0.668,-13.9,28.955,2.4,1,0.912
2,B2 SH,SHANKLE,2859.5,78.18,0.643,-7.2,21.33,3,1,0.882
2,B2 SH,SHANKLE,2860,78.8,0.638,0.8,12.435,3.1,1,0.853
2,B2 SH,SHANKLE,2860.5,73.13,0.667,2.6,9.145,3.3,1,0.824
2,B2 SH,SHANKLE,2861,66.19,0.7,3,8.185,3.3,1,0.794
2,B2 SH,SHANKLE,2861.5,67.14,0.727,3.8,8.49,3.3,1,0.765
2,B2 SH,SHANKLE,2862,66.86,0.746,6.2,9.41,3.2,1,0.735
2,B2 SH,SHANKLE,2862.5,67.83,0.747,8.8,10.57,3.1,1,0.706
2,B2 SH,SHANKLE,2863,66.01,0.726,10.4,11.44,3.2,1,0.676
2,B2 SH,SHANKLE,2863.5,63.89,0.698,10.4,11.56,3.2,1,0.647
2,B2 SH,SHANKLE,2864,62.15,0.67,9,11.04,3.5,1,0.618
2,B2 SH,SHANKLE,2864.5,63.38,0.637,9.2,10.57,3.5,1,0.588
2,B2 SH,SHANKLE,2865,62.83,0.617,9.6,10.765,3.6,1,0.559
2,B2 SH,SHANKLE,2865.5,62.75,0.616,11.2,10.75,3.6,1,0.529
2,B2 SH,SHANKLE,2866,59.66,0.617,11.2,10.465,3.8,1,0.5
2,B2 SH,SHANKLE,2866.5,67.99,0.625,14.3,11.855,3.7,1,0.471
2,B2 SH,SHANKLE,2867,67.75,0.645,13.2,18.745,2.9,1,0.441
3,B2 SH,SHANKLE,2867.5,76.63,0.676,1.3,28.06,2.5,1,0.412
3,B2 SH,SHANKLE,2868,78.56,0.705,-6,27.415,2,1,0.382
3,B2 SH,SHANKLE,2868.5,69.82,0.736,-11.1,21.085,2.8,1,0.353
2,B2 SH,SHANKLE,2869,63.21,0.767,0.3,9.5,3.5,1,0.324
2,B2 SH,SHANKLE,2869.5,56.18,0.799,2,5.64,3.6,1,0.294
2,B2 SH,SHANKLE,2870,60.86,0.798,2.6,6.47,3.5,1,0.176
2,B2 SH,SHANKLE,2870.5,67.52,0.712,5.3,9.15,3.2,1,0.147
2,B2 SH,SHANKLE,2871,68.79,0.619,11.5,17.22,2.8,1,0.118
3,B2 SH,SHANKLE,2871.5,76.18,0.54,1.2,32.92,2.4,1,0.088
3,B2 SH,SHANKLE,2872,74.5,0.486,-2.1,38.485,2.2,1,0.059
3,B2 SH,SHANKLE,2872.5,63.06,0.464,-4.1,36.14,2.5,1,0.029
6,B2 LM,SHANKLE,2873,40.97,0.47,2.2,25.745,3.2,2,1
6,B2 LM,SHANKLE,2873.5,35.02,0.481,2.2,17.06,3.5,2,0.857
6,B2 LM,SHANKLE,2874,30.28,0.498,-1.7,10.485,4.1,2,0.714
6,B2 LM,SHANKLE,2874.5,27.63,0.524,-3.1,5.835,4.8,2,0.571
6,B2 LM,SHANKLE,2875,28.84,0.567,-1.3,3.865,4.7,2,0.429
6,B2 LM,SHANKLE,2875.5,34.92,0.643,1.9,4.385,4,2,0.286
6,B2 LM,SHANKLE,2876,46.06,0.732,5.2,6.805,3.5,2,0.143
3,B3 SH,SHANKLE,2876.5,60.36,0.793,9.5,9.275,3.4,1,1
3,B3 SH,SHANKLE,2877,79.94,0.804,12.1,10.99,3.3,1,0.977
3,B3 SH,SHANKLE,2877.5,81.32,0.779,13,11.5,3.5,1,0.955
3,B3 SH,SHANKLE,2878,80.39,0.738,10.7,10.86,3.5,1,0.932
3,B3 SH,SHANKLE,2878.5,77.93,0.702,8.6,10.29,3.4,1,0.909
3,B3 SH,SHANKLE,2879,75.73,0.679,6.8,9.89,3.3,1,0.886
2,B3 SH,SHANKLE,2879.5,66,0.669,6.5,9.98,3.3,1,0.864
2,B3 SH,SHANKLE,2880,74.79,0.666,5.8,9.985,3.5,1,0.841
2,B3 SH,SHANKLE,2880.5,64.77,0.665,4.6,9.89,3.6,1,0.818
2,B3 SH,SHANKLE,2881,62.9,0.659,3.9,10.335,3.5,1,0.795
2,B3 SH,SHANKLE,2881.5,64.65,0.646,4.8,11.02,3.3,1,0.773
2,B3 SH,SHANKLE,2882,63.61,0.625,6.2,11.625,3,1,0.75
3,B3 SH,SHANKLE,2882.5,79.7,0.591,6.8,11.865,2.8,1,0.727
3,B3 SH,SHANKLE,2883,80.43,0.544,6.1,11.935,2.8,1,0.705
3,B3 SH,SHANKLE,2883.5,78.5,0.498,7.3,12.61,2.7,1,0.682
2,B3 SH,SHANKLE,2884,67.3,0.456,8.3,14.11,2.7,1,0.659
2,B3 SH,SHANKLE,2884.5,64.18,0.418,7.6,15.635,2.7,1,0.636
2,B3 SH,SHANKLE,2885,55.59,0.387,6.5,16.275,2.6,1,0.614
2,B3 SH,SHANKLE,2885.5,61.6,0.362,5.1,16.055,2.7,1,0.591
2,B3 SH,SHANKLE,2886,59.33,0.346,5.8,15.965,2.7,1,0.568
2,B3 SH,SHANKLE,2886.5,63.11,0.348,6.4,15.65,2.8,1,0.545
2,B3 SH,SHANKLE,2887,62.47,0.358,7.7,15.31,3,1,0.523
2,B3 SH,SHANKLE,2887.5,69.97,0.358,7.7,14.55,3.1,1,0.5
2,B3 SH,SHANKLE,2888,71.32,0.358,8,14.36,3.3,1,0.477
2,B3 SH,SHANKLE,2888.5,71.32,0.358,8,14.36,3.3,1,0.477
2,B3 SH,SHANKLE,2889,72.08,0.358,8.6,14.54,3.1,1,0.455
2,B3 SH,SHANKLE,2889.5,72.65,0.356,9.8,15.115,2.9,1,0.432
2,B3 SH,SHANKLE,2890,69.38,0.354,8.1,15.995,2.7,1,0.409
2,B3 SH,SHANKLE,2890.5,63.68,0.348,5.7,17.015,2.7,1,0.386
2,B3 SH,SHANKLE,2891,63.96,0.328,5.1,17.755,2.6,1,0.364
2,B3 SH,SHANKLE,2891.5,61.06,0.305,4.9,18.465,2.6,1,0.341
2,B3 SH,SHANKLE,2892,68.77,0.286,5.3,19.315,2.5,1,0.318
2,B3 SH,SHANKLE,2892.5,69.94,0.274,5,20.22,2.6,1,0.295
1,B3 SH,SHANKLE,2893,68.94,0.27,4.6,20.435,2.6,1,0.273
1,B3 SH,SHANKLE,2893.5,68.13,0.279,3.8,20.185,2.7,1,0.25
1,B3 SH,SHANKLE,2894,69.83,0.301,3.1,19.13,2.6,1,0.227
1,B3 SH,SHANKLE,2894.5,69.72,0.326,2.3,18.115,2.6,1,0.205
1,B3 SH,SHANKLE,2895,79.64,0.35,3,16.33,2.7,1,0.182
2,B3 SH,SHANKLE,2895.5,83.41,0.367,5.6,14.845,3,1,0.159
3,B3 SH,SHANKLE,2896,85.63,0.386,7.6,14.515,2.6,1,0.136
3,B3 SH,SHANKLE,2896.5,88.6,0.412,5.2,18.02,2.5,1,0.114
3,B3 SH,SHANKLE,2897,81.3,0.453,-5.5,25.095,2.2,1,0.091
3,B3 SH,SHANKLE,2897.5,81.46,0.505,-12.1,35.24,2,1,0.068
2,B4 SH,SHANKLE,2899.5,67.06,0.607,-13.2,25.315,3.2,1,0.979
2,B4 SH,SHANKLE,2900,63.21,0.607,-0.6,16.415,3.1,1,0.958
2,B4 SH,SHANKLE,2900.5,62.1,0.607,0.7,15.25,2.9,1,0.938
1,B4 SH,SHANKLE,2901,59.12,0.599,-1.9,15.465,2.8,1,0.917
1,B4 SH,SHANKLE,2901.5,53.43,0.58,1.5,12.685,2.9,1,0.896
1,B4 SH,SHANKLE,2902,55.43,0.556,3.9,11.32,3,1,0.875
1,B4 SH,SHANKLE,2902.5,50.01,0.528,2.1,12.39,3,1,0.854
1,B4 SH,SHANKLE,2903,54.96,0.493,1.2,12.93,2.9,1,0.833
1,B4 SH,SHANKLE,2903.5,56.29,0.456,0.7,13.1,2.8,1,0.813
1,B4 SH,SHANKLE,2904,57.56,0.425,1.3,13.6,2.9,1,0.792
1,B4 SH,SHANKLE,2904.5,59.71,0.396,0.8,13.875,2.9,1,0.771
1,B4 SH,SHANKLE,2905,59.88,0.371,1.2,14.2,2.9,1,0.75
1,B4 SH,SHANKLE,2905.5,62.44,0.352,1.5,14.5,2.7,1,0.729
1,B4 SH,SHANKLE,2906,65.13,0.342,1.4,15.285,2.7,1,0.708
1,B4 SH,SHANKLE,2906.5,60.4,0.338,1.2,15.91,2.7,1,0.688
1,B4 SH,SHANKLE,2907,63.4,0.346,0.1,15.585,2.8,1,0.667
1,B4 SH,SHANKLE,2907.5,65.4,0.358,1.4,14.44,2.8,1,0.646
1,B4 SH,SHANKLE,2908,60.44,0.371,3,13.57,2.9,1,0.625
1,B4 SH,SHANKLE,2908.5,71.83,0.384,5.6,13.74,2.8,1,0.604
1,B4 SH,SHANKLE,2909,78.1,0.389,7.1,14.31,2.8,1,0.583
1,B4 SH,SHANKLE,2909.5,82.34,0.386,7.7,14.44,2.7,1,0.563
1,B4 SH,SHANKLE,2910,85.94,0.384,7.7,14.25,2.7,1,0.542
1,B4 SH,SHANKLE,2910.5,71.56,0.38,8.2,14.51,2.7,1,0.521
1,B4 SH,SHANKLE,2911,69.26,0.373,7.2,15.655,2.7,1,0.5
1,B4 SH,SHANKLE,2911.5,65.79,0.365,6,16.385,2.8,1,0.479
1,B4 SH,SHANKLE,2912,58.76,0.354,3.5,16.94,2.7,1,0.458
1,B4 SH,SHANKLE,2912.5,60.11,0.342,1.3,17.025,2.6,1,0.438
1,B4 SH,SHANKLE,2913,62,0.344,0.3,17.325,2.6,1,0.417
1,B4 SH,SHANKLE,2913.5,61.56,0.354,0.6,17.815,2.8,1,0.396
1,B4 SH,SHANKLE,2914,58.39,0.362,1.3,18.575,2.7,1,0.375
1,B4 SH,SHANKLE,2914.5,62.03,0.362,-0.8,18.52,2.6,1,0.354
1,B4 SH,SHANKLE,2915,58.92,0.348,-1.6,17.575,2.6,1,0.333
1,B4 SH,SHANKLE,2915.5,62.43,0.324,-0.2,16.275,2.6,1,0.313
1,B4 SH,SHANKLE,2916,63.32,0.292,4,16.375,2.7,1,0.292
1,B4 SH,SHANKLE,2916.5,64.42,0.262,5.9,17.115,2.8,1,0.271
2,B4 SH,SHANKLE,2917,63.11,0.243,5.9,18.435,2.8,1,0.25
2,B4 SH,SHANKLE,2917.5,63.11,0.243,5.9,18.435,2.8,1,0.25
2,B4 SH,SHANKLE,2918,68.73,0.236,4.7,18.565,2.8,1,0.229
2,B4 SH,SHANKLE,2918.5,68.82,0.243,3.7,18.135,3,1,0.208
2,B4 SH,SHANKLE,2919,63.27,0.258,3.9,16.665,3.1,1,0.188
2,B4 SH,SHANKLE,2919.5,63.95,0.279,5,15.155,3.3,1,0.167
2,B4 SH,SHANKLE,2920,73.72,0.301,7,13.77,3.2,1,0.146
2,B4 SH,SHANKLE,2920.5,70.47,0.324,8.1,14.83,2.4,1,0.125
3,B4 SH,SHANKLE,2921,78.62,0.354,0.5,24.675,2.1,1,0.104
3,B4 SH,SHANKLE,2921.5,81.91,0.398,-9.6,35.2,1.9,1,0.083
3,B4 SH,SHANKLE,2922,77.68,0.459,-6.8,44.645,1.9,1,0.063
3,B4 SH,SHANKLE,2922.5,74.51,0.538,-7.4,51.805,2,1,0.042
3,B4 SH,SHANKLE,2923,66.9,0.605,-13,46.795,2,1,0.021
6,B4 LM,SHANKLE,2924,26.06,0.725,-12.9,16.17,4.4,1,0.857
6,B4 LM,SHANKLE,2924.5,20.73,0.796,3.7,4.785,4.1,2,0.714
6,B4 LM,SHANKLE,2925,18.4,0.876,7.6,4.555,3.7,2,0.571
6,B4 LM,SHANKLE,2925.5,20.07,0.941,9.7,6.745,3.3,2,0.429
6,B4 LM,SHANKLE,2926,20.85,0.903,7.7,9.415,3.4,2,0.286
6,B4 LM,SHANKLE,2926.5,24.51,0.809,4.3,11.98,2.5,2,0.143
3,B5 SH,SHANKLE,2927,37.82,0.722,-0.1,19.085,2.2,1,1
3,B5 SH,SHANKLE,2930,79.36,0.47,-6,35.77,2.4,1,0.45
3,B5 SH,SHANKLE,2930.5,78.41,0.468,-6.4,33.73,2.6,1,0.4
3,B5 SH,SHANKLE,2931,70,0.453,-8.4,31.445,2.6,1,0.35
3,B5 SH,SHANKLE,2931.5,67.67,0.43,-9.9,31.45,2.7,1,0.3
3,B5 SH,SHANKLE,2932,67.38,0.391,-7.6,30.565,2.6,1,0.25
3,B5 SH,SHANKLE,2932.5,70.08,0.34,-2.9,33.215,2.5,1,0.2
3,B5 SH,SHANKLE,2933,72.4,0.29,-0.2,39.915,2.3,1,0.15
3,B5 SH,SHANKLE,2933.5,70.73,0.241,-4,41.445,2.3,1,0.1
3,B5 SH,SHANKLE,2934,65.14,0.193,-1.9,37.005,2.6,1,0.05
7,B5 LM,SHANKLE,2934.5,52.05,0.152,5.9,29.525,2.9,2,1
7,B5 LM,SHANKLE,2935,30.56,0.121,12.2,27.265,3,2,0.958
7,B5 LM,SHANKLE,2935.5,25.47,0.097,10.8,27.915,3,2,0.917
7,B5 LM,SHANKLE,2936,25.34,0.093,6.4,27.115,3,2,0.875
